txn_id,ts_utc,user_id,amount_vnd,merchant_id,merchant_cat,channel,device_id,device_os,is_new_device,ip_country,province,account_age_days,txn_count_24h,amount_avg_30d,status
TXN-2022458,2023-08-28 04:17:16,U543799,100000,M022514,E Commerce,topup,,,,VN,Hải Phòng,1507,4,112758,completed
TXN-2018643,2023-08-28 05:52:06,U818287,174000,M012215,groceries,qr,,,,VN,Nghệ An,2178,8,194387,completed
TXN-2003073,2023-08-28 06:40:52,U489243,164000,M004140,E-Commerce,qr,,,,VN,Hồ Chí Minh,1840,4,175250,completed
TXN-2001340,2023-08-28 09:17:40,U892017,3272000,M011298,E-Commerce,ecom,,,,VN,Hải Phòng,349,1,5587400,completed
TXN-2005785,2023-08-28 12:14:44,U990580,196000,M027121,F&B,p2p,,,,VN,Hồ Chí Minh,1345,8,195457,completed
TXN-2011975,2023-08-28 14:25:23,U692506,571000,M017158,,ecom,,,,VN,Hồ Chí Minh,354,8,906793,completed
TXN-2020102,2023-08-28 14:52:24,U909529,4686000,M019255,ride_hailing,p2p,,,,VN,Hà Nội,2375,7,4875241,completed
TXN-2019595,2023-08-28 18:46:54,U204979,591000,M010162,ENT,p2p,,,,VN,Hải Phòng,2155,8,551156,completed
TXN-2009347,2023-08-28 22:54:12,U340575,427000,M021612,telco,qr,,,,VN,Hà Nội,1698,8,282193,completed
TXN-2019130,2023-08-28 23:44:48,U835311,78366000,M015149,Utilities,p2p,,,,VN,Hà Nội,724,4,93200344,completed
TXN-2007510,2023-08-29 04:20:23,U826137,449000,M019607,Telco,qr,,,,VN,Hồ Chí Minh,1985,7,610202,completed
TXN-2018733,2023-08-29 04:20:56,U668635,30000,M022511,Health,topup,,,,VN,Hồ Chí Minh,899,4,52105,completed
TXN-2018041,2023-08-29 05:46:24,U276193,1973000,M027235,,p2p,,,,VN,Hồ Chí Minh,1280,1,2156034,completed
TXN-2016506,2023-08-29 05:48:04,U804366,55000,M005030,TRANSPORT,qr,,,,VN,Hà Nội,283,8,90841,completed
TXN-2024353,2023-08-29 07:56:59,U310558,4527000,M024512,ECOM,p2p,,,,VN,Bình Dương,119,8,7538116,completed
TXN-2017775,2023-08-29 08:36:05,U620853,8733000,M019327,F&B,ecom,,,,VN,Hà Nội,669,1,15138494,completed
TXN-2002145,2023-08-29 12:19:19,U468591,2426000,M007424,FOOD_BEV,bill,,,,VN,Hồ Chí Minh,349,2,3019165,completed
TXN-2008940,2023-08-30 04:55:04,U297945,65000,M006537,fnb,topup,,,,VN,Hồ Chí Minh,415,6,80969,completed
TXN-2017824,2023-08-30 05:18:28,U281752,1994000,M029559,ride_hailing,bill,,,,VN,Hải Phòng,294,7,1689127,completed
TXN-2022827,2023-08-30 05:29:42,U510058,1621000,M002615,,p2p,,,,VN,Thanh Hóa,643,5,904369,completed
TXN-2006283,2023-08-30 08:05:07,U112902,3110000,M029392,TRANSPORT,ecom,,,,VN,Bình Dương,1974,6,5196775,completed
TXN-2009890,2023-08-30 09:35:11,U823993,795000,M015220,telco,ecom,,,,VN,Hồ Chí Minh,350,2,1046447,declined
TXN-2010475,2023-08-30 11:58:20,U997092,665000,M006256,Telco,p2p,,,,VN,Bình Dương,1113,8,510445,completed
TXN-2015680,2023-08-30 12:26:42,U844185,54000,M014599,food_bev,qr,,,,VN,Hà Nội,981,6,70442,completed
TXN-2010613,2023-08-30 16:11:56,U839866,2829000,M012447,E Commerce,ecom,,,,VN,Hải Phòng,612,1,4635169,completed
TXN-2013878,2023-08-31 00:02:34,U669560,31000,M020779,transport,topup,,,,VN,Hồ Chí Minh,288,6,48617,completed
TXN-2023963,2023-08-31 01:19:27,U462285,27449000,M019700,utilities,bill,,,,VN,Hồ Chí Minh,106,1,45174455,completed
TXN-2002969,2023-08-31 04:03:56,U703163,209000,M000285,,qr,,,,VN,Hồ Chí Minh,2025,5,379387,completed
TXN-2024740,2023-08-31 04:26:04,U374679,1282000,M015686,e_commerce,topup,,,,VN,Hà Nội,1146,7,761835,completed
TXN-2000611,2023-08-31 07:13:41,U353879,-52000,M021495,Food & Beverage,qr,,,,VN,Lâm Đồng,2115,2,98627,reversed
TXN-2018111,2023-08-31 07:24:29,U199310,47000,M024237,ecommerce,qr,,,,VN,Thanh Hóa,1580,5,34875,completed
TXN-2013688,2023-08-31 07:53:53,U192180,154000,M002354,Transport,qr,,,,VN,Hà Nội,1574,8,113696,completed
TXN-2021403,2023-08-31 09:00:02,U542596,693000,M007652,travel,qr,,,,VN,Thanh Hóa,1988,8,775242,completed
TXN-2008918,2023-08-31 10:09:58,U711543,28000,M001985,bill_payment,qr,,,,VN,Cần Thơ,2244,8,18108,completed
TXN-2009731,2023-08-31 10:30:40,U889035,395000,M028973,,topup,,,,VN,Lâm Đồng,1044,5,638983,completed
TXN-2021010,2023-08-31 11:19:58,U861060,127000,M012295,F&B,topup,,,,VN,Khánh Hòa,1297,6,109265,completed
TXN-2017633,2023-08-31 11:38:12,U906782,22000,M008433,transport,qr,,,,VN,Bình Dương,1907,8,16426,completed
TXN-2008855,2023-08-31 14:43:56,U178070,276000,M024121,,topup,,,,VN,Hà Nội,2114,6,312916,completed
TXN-2024900,2023-08-31 14:44:04,U203484,43000,M023511,F&B,topup,,,,VN,Hà Nội,115,4,40154,completed
TXN-2023806,2023-08-31 15:56:10,U575244,1362000,M028376,GROCERY,bill,,,,VN,Cần Thơ,1569,8,1376540,completed
TXN-2016377,2023-08-31 22:28:30,U808055,657000,M019605,mobile_topup,bill,,,,VN,Đồng Nai,1514,5,806757,completed
TXN-2004238,2023-09-01 01:05:43,U794746,51000,M004073,TELCO,qr,,,,VN,Hồ Chí Minh,1298,1,29319,completed
TXN-2014020,2023-09-01 02:03:19,U456210,124000,M013039,Transport,qr,,,,VN,Hà Nội,1883,7,126379,completed
TXN-2010465,2023-09-01 05:10:41,U553276,127000,M026605,Health,qr,,,,VN,Hồ Chí Minh,102,1,210813,completed
TXN-2014635,2023-09-01 06:45:01,U771094,1292000,M013423,E-Commerce,bill,,,,VN,Hồ Chí Minh,1699,2,2066255,completed
TXN-2000332,2023-09-01 07:14:23,U353879,2891000,M003734,,bill,,,,VN,Hà Nội,1270,4,4603719,completed
TXN-2005931,2023-09-01 07:32:41,U368095,67000,M011804,food_bev,p2p,,,,VN,Hồ Chí Minh,1992,8,85133,completed
TXN-2013966,2023-09-01 09:04:34,U804964,254000,M024996,e_commerce,bill,,,,VN,Hồ Chí Minh,591,8,244238,completed
TXN-2004340,2023-09-01 11:39:48,U772566,915000,M015257,grocery,p2p,,,,VN,Hồ Chí Minh,1408,6,635347,completed
TXN-2012298,2023-09-01 14:22:49,U443430,155000,M010804,UTIL,topup,,,,VN,Hà Nội,669,3,248720,completed
TXN-2010363,2023-09-01 16:38:13,U738845,199000,M010493,EDU,topup,,,,VN,Hà Nội,522,5,116745,completed
TXN-2006772,2023-09-02 00:10:10,U339362,72000,M009943,health,topup,,,,VN,Cần Thơ,1362,6,78806,completed
TXN-2005792,2023-09-02 02:50:29,U914493,10000,M022716,Telco,topup,,,,VN,Cần Thơ,1056,8,15000,completed
TXN-2004983,2023-09-02 03:04:33,U384375,15000,M008231,,qr,,,,VN,Khánh Hòa,12,3,21905,completed
TXN-2011106,2023-09-02 05:25:44,U621792,91000,M026921,Health,qr,,,,VN,Hà Nội,1267,8,122149,completed
TXN-2004244,2023-09-02 05:35:30,U518900,2928000,M021503,F&B,p2p,,,,VN,Hải Phòng,1683,4,1775505,completed
TXN-2012076,2023-09-02 06:39:04,U671919,4509000,M020610,EDU,p2p,,,,VN,Khánh Hòa,1786,5,6256536,completed
TXN-2004980,2023-09-02 06:45:27,U136814,21000,M015569,Food & Beverage,topup,,,,VN,Cần Thơ,2326,7,31119,completed
TXN-2005604,2023-09-02 08:57:16,U975931,102000,M008783,Grocery,qr,,,,VN,Hà Nội,820,7,59540,completed
TXN-2019400,2023-09-02 10:50:17,U333852,2054000,M008503,F&B,bill,,,,VN,Đồng Nai,159,8,1800130,completed
TXN-2005494,2023-09-02 14:13:48,U129123,169000,M022645,telco,qr,,,,VN,Hồ Chí Minh,1764,2,310124,completed
TXN-2019531,2023-09-02 16:07:26,U418447,4039000,M006934,food and beverage,qr,,,,VN,Hồ Chí Minh,101,2,3305566,completed
TXN-2016137,2023-09-02 21:41:04,U656430,2200000,M016543,ECOM,p2p,,,,VN,Hà Nội,1968,7,3068118,completed
TXN-2006773,2023-09-03 02:32:11,U500695,393000,M013722,Food & Beverage,bill,,,,VN,Hà Nội,1792,4,288802,completed
TXN-2010168,2023-09-03 06:04:46,U809263,106000,M005733,mobile_topup,bill,,,,VN,Nghệ An,1786,5,93876,completed
TXN-2005884,2023-09-03 06:59:07,U277507,98000,M023537,TRANSPORT,topup,,,,VN,Đà Nẵng,1768,5,79242,completed
TXN-2007497,2023-09-03 07:30:07,U965273,82000,M000241,,qr,,,,VN,Hồ Chí Minh,1198,8,59705,completed
TXN-2015447,2023-09-03 10:15:14,U902457,115000,M014247,Utilities,qr,,,,VN,Hồ Chí Minh,1335,1,148313,completed
TXN-2012240,2023-09-03 11:59:10,U747712,1320000,M012227,F&B,ecom,,,,VN,Đồng Nai,327,5,2488534,completed
TXN-2009916,2023-09-03 13:54:50,U982189,384000,M017467,,qr,,,,VN,Hải Phòng,200,6,688903,completed
TXN-2024469,2023-09-03 23:05:33,U839654,62000,M018950,mobile_topup,topup,,,,VN,Hồ Chí Minh,554,4,35029,completed
TXN-2021050,2023-09-04 02:57:44,U165934,853000,M021488,telco,topup,,,,VN,Khánh Hòa,1475,5,535807,completed
TXN-2009710,2023-09-04 03:29:52,U429995,159000,M013283,telco,qr,,,,VN,Hà Nội,1685,4,112898,completed
TXN-2023632,2023-09-04 04:44:38,U952722,560000,M028265,food and beverage,p2p,,,,VN,Hà Nội,365,3,333779,completed
TXN-2000355,2023-09-04 04:50:22,U733923,12013000,M023842,food_bev,p2p,,,,VN,Hải Phòng,1342,8,19955084,completed
TXN-2017562,2023-09-04 11:09:56,U569010,404000,M013703,Telco,topup,,,,VN,Hà Nội,451,2,296766,completed
TXN-2010046,2023-09-04 11:14:28,U814504,33000,M006752,Utilities,qr,,,,VN,Nghệ An,2027,8,46850,completed
TXN-2022238,2023-09-04 11:44:18,U488928,550000,M007004,Food & Beverage,qr,,,,VN,Đà Nẵng,1787,2,318016,declined
TXN-2008127,2023-09-04 15:25:03,U633629,430000,M009095,mobile_topup,qr,,,,VN,Hà Nội,1550,8,557971,completed
TXN-2001386,2023-09-04 20:54:02,U899302,1248000,M018128,EDU,qr,,,,VN,Đà Nẵng,317,4,2070756,completed
TXN-2015871,2023-09-04 22:01:48,U725465,27000,M014507,E Commerce,qr,,,,VN,Hồ Chí Minh,615,3,23237,completed
TXN-2017159,2023-09-05 00:14:11,U155043,6788000,M021008,food and beverage,p2p,,,,VN,Hồ Chí Minh,2095,4,10164660,completed
TXN-2021248,2023-09-05 00:52:59,U380186,2743000,M013218,FOOD_BEV,bill,,,,VN,An Giang,2,2,4210689,completed
TXN-2020029,2023-09-05 00:56:34,U157704,2055000,M017291,health,ecom,,,,VN,Đà Nẵng,960,8,1864953,completed
TXN-2018729,2023-09-05 02:47:38,U639095,218000,M009616,fnb,qr,,,,VN,An Giang,2296,4,214316,completed
TXN-2011261,2023-09-05 04:03:05,U981844,22000,M024112,food_bev,qr,,,,VN,Đồng Nai,1288,3,15000,completed
TXN-2019885,2023-09-05 05:38:33,U925547,1102000,M010093,Utilities,qr,,,,VN,Hà Nội,613,5,1417087,completed
TXN-2001524,2023-09-05 12:06:12,U397427,1120000,M022570,health,p2p,,,,VN,Cần Thơ,859,7,1125953,completed
TXN-2003015,2023-09-05 12:51:10,U982293,262000,M027372,groceries,bill,,,,VN,Nghệ An,967,6,388903,completed
TXN-2002560,2023-09-05 13:48:21,U873848,126000,M016867,Food & Beverage,qr,,,,VN,Khánh Hòa,385,2,130749,completed
TXN-2011641,2023-09-06 04:40:45,U152318,16670000,M015995,Grocery,ecom,,,,VN,Cần Thơ,517,7,25666753,completed
TXN-2008005,2023-09-06 05:13:18,U485479,609000,M003302,Utilities,qr,,,,VN,Hồ Chí Minh,2025,6,996585,completed
TXN-2021183,2023-09-06 05:15:29,U178571,272000,M022992,Transport,ecom,,,,VN,Hồ Chí Minh,1522,6,266599,completed
TXN-2015730,2023-09-06 06:16:17,U695706,486000,M010931,ECOM,qr,,,,VN,Hà Nội,1587,2,486439,completed
TXN-2007246,2023-09-06 07:39:53,U477690,38000,M001643,FOOD_BEV,qr,,,,VN,Hà Nội,892,6,62820,completed
TXN-2014427,2023-09-06 08:27:35,U295827,416000,M000046,mobile_topup,ecom,,,,VN,Đồng Nai,329,6,254354,completed
TXN-2021972,2023-09-06 11:04:53,U352509,5635000,M016035,TELCO,p2p,,,,VN,Hồ Chí Minh,1617,3,9150769,completed
TXN-2019686,2023-09-06 13:32:52,U347659,46000,M001760,food and beverage,qr,,,,VN,Hồ Chí Minh,1255,3,81635,completed
TXN-2002215,2023-09-06 14:37:47,U607454,113000,M017878,mobile_topup,topup,,,,VN,Đà Nẵng,829,4,150691,completed
TXN-2015947,2023-09-06 17:14:31,U651106,685000,M008496,telco,p2p,,,,VN,Bình Dương,1440,3,1250213,completed
TXN-2004874,2023-09-06 21:37:09,U643661,5434000,M005724,Entertainment,p2p,,,,VN,Hồ Chí Minh,1987,8,3855774,completed
TXN-2007349,2023-09-07 00:10:33,U338653,1777000,M006561,food and beverage,qr,,,,VN,Hà Nội,742,5,1726883,completed
TXN-2013040,2023-09-07 01:04:14,U557245,321000,M022160,FOOD_BEV,qr,,,,VN,Đà Nẵng,991,1,473767,completed
TXN-2013046,2023-09-07 04:12:21,U650887,134000,M022916,HEALTH,topup,,,,VN,Đồng Nai,619,3,186005,completed
TXN-2003875,2023-09-07 06:26:00,U812687,6635000,M022322,ride_hailing,p2p,,,,VN,Hải Phòng,1687,7,12428047,completed
TXN-2002568,2023-09-07 08:21:57,U949820,264000,M022894,fnb,qr,,,,VN,Lâm Đồng,2387,8,317319,completed
TXN-2012192,2023-09-07 13:02:36,U754067,132000,M015747,ECOM,topup,,,,VN,Khánh Hòa,998,8,84346,completed
TXN-2023501,2023-09-07 13:12:26,U848356,185000,M028180,GROCERY,qr,,,,VN,Hồ Chí Minh,207,3,164261,completed
TXN-2007276,2023-09-07 19:36:48,U965769,131000,M029316,Grocery,qr,,,,VN,Đà Nẵng,1311,8,88408,completed
TXN-2022587,2023-09-08 00:56:50,U121372,4296000,M007438,e_commerce,p2p,,,,VN,Đà Nẵng,2088,2,7391973,completed
TXN-2021984,2023-09-08 01:11:09,U399940,5413000,M014945,fnb,p2p,,,,VN,Hà Nội,703,7,3113292,completed
TXN-2008721,2023-09-08 06:43:54,U540137,7157000,M011606,E Commerce,ecom,,,,VN,Hồ Chí Minh,48,5,5893677,completed
TXN-2008767,2023-09-08 08:22:31,U996586,145000,M020841,TRANSPORT,qr,,,,VN,Lâm Đồng,829,5,155930,completed
TXN-2006213,2023-09-08 10:25:38,U858313,1921000,M028659,e_commerce,p2p,,,,VN,Hà Nội,380,8,1281384,completed
TXN-2003860,2023-09-08 11:45:49,U484036,298000,M009253,FOOD_BEV,ecom,,,,VN,Hà Nội,2306,6,233625,completed
TXN-2009152,2023-09-09 00:12:22,U292381,5520000,M006270,ecommerce,p2p,,,,VN,Lâm Đồng,567,7,8049983,completed
TXN-2000109,2023-09-09 01:22:44,U656430,37000,M012913,ride_hailing,qr,,,,VN,Hà Nội,1449,4,65261,completed
TXN-2021164,2023-09-09 02:28:52,U471163,2402000,M029097,ecommerce,bill,,,,VN,Đồng Nai,2165,1,1635003,completed
TXN-2021164,2023-09-09 02:28:52,U471163,2402000,M029097,ecommerce,bill,,,,VN,Đồng Nai,2165,1,1635003,completed
TXN-2005574,2023-09-09 02:48:25,U209351,194000,M029904,,topup,,,,VN,Nghệ An,1856,5,326019,completed
TXN-2009086,2023-09-09 04:19:37,U373807,1245000,M015695,GROCERY,ecom,,,,VN,Hà Nội,155,6,2292915,completed
TXN-2017316,2023-09-09 04:43:07,U744839,24000,M018965,telco,topup,,,,VN,Đồng Nai,1212,2,19267,completed
TXN-2019564,2023-09-09 05:58:31,U541023,17687000,M022784,food and beverage,ecom,,,,VN,Đồng Nai,120,4,22973936,completed
TXN-2010035,2023-09-09 10:12:00,U149721,111000,M008820,mobile_topup,topup,,,,VN,Hà Nội,1375,2,180934,completed
TXN-2008327,2023-09-09 10:12:51,U241633,4680000,M001350,UTIL,p2p,,,,VN,An Giang,1905,6,5887913,completed
TXN-2000676,2023-09-09 10:12:55,U370181,3346000,M016063,TRAVEL,ecom,,,,VN,Hồ Chí Minh,855,5,3357312,completed
TXN-2012544,2023-09-09 12:26:18,U850734,63000,M001528,ecommerce,topup,,,,VN,Khánh Hòa,401,6,41243,completed
TXN-2011767,2023-09-09 17:37:16,U952382,1175000,M004434,,bill,,,,VN,Thanh Hóa,1418,6,685825,completed
TXN-2001441,2023-09-09 23:32:06,U209999,1837000,M028620,,ecom,,,,VN,Hà Nội,899,6,2321133,completed
TXN-2015508,2023-09-09 23:55:24,U836724,2408000,M010408,Transport,p2p,,,,VN,Hà Nội,1400,1,2452810,completed
TXN-2016968,2023-09-10 01:12:17,U506795,369000,M025647,transport,qr,,,,VN,Hà Nội,853,5,364388,completed
TXN-2003066,2023-09-10 01:38:14,U422598,-1029000,M003170,,p2p,,,,VN,Hồ Chí Minh,468,7,760189,reversed
TXN-2017593,2023-09-10 03:06:30,U848377,1014000,M024899,GROCERY,topup,,,,VN,Hà Nội,1935,7,1047387,completed
TXN-2003537,2023-09-10 06:20:56,U939942,432000,M014549,EDU,qr,,,,VN,Hà Nội,1277,6,752507,completed
TXN-2014386,2023-09-10 07:01:58,U808716,16181000,M005933,groceries,p2p,,,,VN,Hồ Chí Minh,1699,2,15102457,completed
TXN-2010124,2023-09-10 07:09:52,U556474,1595000,M010548,F&B,bill,,,,VN,Hà Nội,984,3,1218009,completed
TXN-2015288,2023-09-10 10:47:50,U529020,493000,M009967,F&B,p2p,,,,VN,Hải Phòng,2035,7,521976,completed
TXN-2011421,2023-09-10 10:57:44,U621425,88000,M000697,ECOM,qr,,,,VN,Nghệ An,2064,7,151665,completed
TXN-2017771,2023-09-10 11:43:02,U942377,23000,M009185,Food & Beverage,topup,,,,VN,Hồ Chí Minh,1769,3,30406,completed
TXN-2015073,2023-09-10 12:01:55,U518531,317000,M024619,bill_payment,qr,,,,VN,Hà Nội,1683,5,521490,completed
TXN-2020579,2023-09-10 13:30:35,U610357,3107000,M005459,FOOD_BEV,p2p,,,,VN,Hồ Chí Minh,1891,3,5717294,completed
TXN-2015704,2023-09-11 02:08:11,U784877,348000,M011728,food and beverage,topup,,,,VN,Nghệ An,1949,2,454330,completed
TXN-2017179,2023-09-11 04:00:22,U354804,69000,M023995,ecommerce,qr,,,,VN,Hồ Chí Minh,696,1,55011,declined
TXN-2022215,2023-09-11 04:10:33,U167258,96000,M012271,transport,topup,,,,VN,Hà Nội,438,4,176663,completed
TXN-2017811,2023-09-11 04:37:57,U905068,139000,M022436,food_bev,qr,,,,VN,Khánh Hòa,2237,3,193190,completed
TXN-2013554,2023-09-11 05:34:03,U998454,116000,M025777,bill_payment,qr,,,,VN,Hồ Chí Minh,1163,5,161570,completed
TXN-2002559,2023-09-11 05:58:35,U988882,64000,M000208,Telco,qr,,,,VN,Đồng Nai,473,6,119625,completed
TXN-2006139,2023-09-11 08:16:42,U764807,203000,M021062,Utilities,topup,,,,VN,Hải Phòng,6,8,173704,completed
TXN-2022857,2023-09-11 10:01:11,U868937,114000,M028759,groceries,qr,,,,VN,Lâm Đồng,1362,1,214658,completed
TXN-2020957,2023-09-11 11:08:28,U671919,568000,M008796,,topup,,,,VN,Hồ Chí Minh,1491,4,534508,completed
TXN-2019374,2023-09-11 11:43:38,U215440,326000,M004753,TRANSPORT,qr,,,,VN,An Giang,978,3,314389,completed
TXN-2010991,2023-09-11 12:18:11,U106792,91000,M000153,food and beverage,topup,,,,VN,Thanh Hóa,1393,3,90954,completed
TXN-2004816,2023-09-11 13:55:09,U742493,5819000,M011510,grocery,bill,,,,VN,Thanh Hóa,192,2,5242175,completed
TXN-2008178,2023-09-11 14:23:33,U721290,61000,M029307,F&B,ecom,,,,VN,Hồ Chí Minh,1037,3,37993,completed
TXN-2015548,2023-09-11 20:02:04,U383702,3564000,M007823,E Commerce,p2p,,,,VN,Hồ Chí Minh,1532,3,6447046,completed
TXN-2009479,2023-09-11 22:56:44,U520542,184616000,M005346,education,p2p,,,,VN,Đồng Nai,1508,2,151183326,completed
TXN-2013039,2023-09-11 23:31:13,U109025,98000,M018162,TRANSPORT,p2p,,,,VN,Cần Thơ,205,1,73939,completed
TXN-2000941,2023-09-12 00:25:37,U424852,1905000,M002439,TELCO,p2p,,,,VN,Hồ Chí Minh,1844,4,1787758,completed
TXN-2006904,2023-09-12 01:22:06,U261436,347000,M012337,food and beverage,qr,,,,VN,Hồ Chí Minh,33,2,283445,completed
TXN-2003653,2023-09-12 03:37:05,U127596,648000,M001561,mobile_topup,ecom,,,,VN,Bình Dương,142,5,1078894,completed
TXN-2001790,2023-09-12 03:50:05,U228147,6087000,M019192,ecommerce,p2p,,,,VN,Bình Dương,2329,6,10347313,completed
TXN-2022519,2023-09-12 03:54:00,U795201,214000,M028492,TELCO,qr,,,,VN,Hồ Chí Minh,1891,2,163331,completed
TXN-2017814,2023-09-12 05:14:33,U974540,351000,M022479,GROCERY,topup,,,,VN,Đà Nẵng,31,8,252354,completed
TXN-2004853,2023-09-12 05:18:18,U176318,2356000,M012227,Entertainment,p2p,,,,VN,Khánh Hòa,413,6,2529595,completed
TXN-2006531,2023-09-12 06:10:45,U424516,130000,M004446,ENT,qr,,,,VN,Bình Dương,1946,3,107366,completed
TXN-2016431,2023-09-12 10:30:29,U129325,1593000,M009988,Utilities,p2p,,,,VN,Lâm Đồng,335,7,2146152,completed
TXN-2017376,2023-09-12 11:32:24,U929314,1354000,M011155,,qr,,,,VN,Hà Nội,1922,6,2272099,completed
TXN-2011916,2023-09-12 13:40:25,U380940,68000,M000227,Health,ecom,,,,VN,Hà Nội,2241,5,115747,completed
TXN-2009461,2023-09-12 23:21:40,U689988,249000,M019925,Entertainment,topup,,,,VN,Hồ Chí Minh,1733,2,176975,completed
TXN-2012465,2023-09-13 03:08:26,U666995,299000,M003672,Education,topup,,,,VN,Hồ Chí Minh,962,6,386118,completed
TXN-2001529,2023-09-13 04:15:04,U950788,177000,M015811,,topup,,,,VN,Đà Nẵng,2082,7,240788,completed
TXN-2021943,2023-09-13 04:45:29,U691375,143000,M026724,ride_hailing,qr,,,,VN,Bình Dương,1770,5,226882,completed
TXN-2015635,2023-09-13 06:03:25,U499755,74000,M008416,Health,topup,,,,VN,Hồ Chí Minh,1153,3,53404,completed
TXN-2001403,2023-09-13 09:07:27,U450765,27000,M021270,ECOM,qr,,,,VN,Hồ Chí Minh,510,3,37432,completed
TXN-2014583,2023-09-13 09:09:50,U472214,1817000,M010730,mobile_topup,p2p,,,,VN,Bình Dương,1766,4,2813744,completed
TXN-2022656,2023-09-13 10:36:21,U253645,79000,M006248,,qr,,,,VN,Hồ Chí Minh,862,7,141146,completed
TXN-2007774,2023-09-13 11:41:46,U254138,1443000,M029438,TRANSPORT,bill,,,,VN,Nghệ An,1691,5,2115190,completed
TXN-2023992,2023-09-13 13:35:22,U858502,774000,M008258,utilities,qr,,,,VN,Hồ Chí Minh,1372,7,920005,completed
TXN-2014597,2023-09-13 14:23:40,U607322,110000,M026955,ecommerce,qr,,,,VN,Hà Nội,127,5,188212,completed
TXN-2017654,2023-09-13 14:59:14,U668635,3435000,M009116,TELCO,p2p,,,,VN,Hồ Chí Minh,1424,1,5220682,completed
TXN-2004603,2023-09-14 01:08:43,U567427,26000,M024467,E Commerce,ecom,,,,VN,Đà Nẵng,19,6,34667,completed
TXN-2024184,2023-09-14 01:27:13,U750982,33000,M009621,food and beverage,qr,,,,VN,Hà Nội,1689,1,52791,completed
TXN-2015718,2023-09-14 02:48:17,U536253,339000,M008974,F&B,qr,,,,VN,Bình Dương,2052,2,441649,completed
TXN-2002391,2023-09-14 03:47:51,U563218,10000,M025777,,qr,,,,VN,Hà Nội,2004,5,15000,completed
TXN-2021605,2023-09-14 04:21:51,U852276,148000,M002147,Transport,qr,,,,VN,Bình Dương,1128,5,98349,completed
TXN-2023707,2023-09-14 06:27:32,U469297,377000,M015733,Grocery,bill,,,,VN,An Giang,584,1,211029,completed
TXN-2001469,2023-09-14 06:39:21,U399753,389000,M006013,ENT,bill,,,,VN,Hà Nội,799,6,325737,completed
TXN-2007306,2023-09-14 10:07:12,U351359,161000,M027974,telco,ecom,,,,VN,Hồ Chí Minh,2230,8,198846,completed
TXN-2009145,2023-09-14 11:23:46,U704955,162000,M019784,TELCO,qr,,,,VN,Hồ Chí Minh,1231,7,273598,completed
TXN-2014617,2023-09-14 11:43:34,U543473,4817000,M008129,food_bev,p2p,,,,VN,Khánh Hòa,1992,6,2947976,completed
TXN-2001217,2023-09-14 13:54:01,U288415,1808000,M011720,mobile_topup,p2p,,,,VN,Bình Dương,862,1,1253032,completed
TXN-2006483,2023-09-14 14:15:36,U298248,1135000,M014357,transport,bill,,,,VN,Đồng Nai,2070,8,1375262,completed
TXN-2003273,2023-09-14 23:55:29,U135498,92000,M003141,ecommerce,qr,,,,VN,An Giang,1251,5,93968,completed
TXN-2019150,2023-09-15 00:33:12,U940596,37000,M024144,FOOD_BEV,qr,,,,VN,Khánh Hòa,2146,2,24726,completed
TXN-2001116,2023-09-15 00:41:49,U739473,599000,M002884,ride_hailing,topup,,,,VN,Hà Nội,1661,4,873466,completed
TXN-2015807,2023-09-15 01:11:06,U376911,133000,M021523,UTIL,topup,,,,VN,Hà Nội,940,3,129346,completed
TXN-2007551,2023-09-15 02:11:25,U379560,268000,M025607,fnb,qr,,,,VN,Hà Nội,2086,2,220196,completed
TXN-2007823,2023-09-15 03:05:41,U165934,3368000,M003358,grocery,p2p,,,,VN,Hải Phòng,265,8,2254785,declined
TXN-2018571,2023-09-15 03:50:04,U929222,61000,M024397,GROCERY,qr,,,,VN,Bình Dương,67,4,76760,completed
TXN-2007579,2023-09-15 03:57:58,U951037,8433000,M015295,Grocery,p2p,,,,VN,Lâm Đồng,1876,3,8548090,completed
